,0,CS_v1,CS_v2,CS_v3,PW_v1,PW_v2,PW_v3
5569,Rupie,Rbpcx,Rspms,Ryplf,Repuo,Röpie,Rupaä
5570,Trip,Trkp,Trdp,Trtp,Trep,Trap,Trep
5571,Volk,Vzlk,Vwlk,Vtlk,Velk,Vilk,Velk
5572,Boy,Bfy,Bly,Bry,Bey,Bay,Buy
5573,Oele,Gllr,Fglk,Fsln,Eola,Iolu,Ielo
5574,Wart,Wjrt,Wwrt,Wnrt,Wurt,Würt,Wurt
5575,ziel,zqsl,zbhl,zpxl,zeul,zoel,zool
5576,Rufst,Rrfst,Rhfst,Ryfst,Räfst,Rifst,Rafst
5577,siede,scndy,smkdf,sccdj,söoda,seedu,säeda
5578,ehrte,whrtk,dhrtc,vhrtb,ihrtu,ihrte,uhrtä
5579,suche,skchk,swchq,svchh,sicho,süche,sicho
5580,ramme,rpmmb,rxmms,rmmmt,rumma,rummu,rümme
5581,Clubs,Cllbs,Clqbs,Clzbs,Clobs,Clöbs,Clebs
5582,Riffe,Rpfft,Rwffb,Rmffg,Räffi,Röffä,Ruffu
5583,Glatt,Glztt,Glptt,Glktt,Glott,Glätt,Glutt
5584,liest,llwst,lmtst,lbnst,leäst,laast,leost
5585,harrt,hprrt,hvrrt,hprrt,herrt,hirrt,hürrt
5586,fickt,ftckt,fvckt,fvckt,feckt,fückt,fockt
5587,des,dts,dvs,dys,dus,dis,dos
5588,egal,wgjl,ngfl,bgfl,ugil,ügel,ogöl
5589,Grabt,Grcbt,Grgbt,Grdbt,Grobt,Grebt,Gröbt
5590,Sarg,Svrg,Svrg,Sfrg,Särg,Serg,Sirg
5591,Lesen,Lvspn,Lvsdn,Lvsmn,Leson,Lusön,Lisän
5592,Hing,Htng,Hzng,Hfng,Hung,Heng,Hung
5593,Gurte,Gvrtc,Gnrtc,Gtrts,Girti,Girta,Gürta
5594,Idole,Ydjlm,Hdylq,Ddplr,Üdulo,Edäle,Odüle
5595,Kitt,Kltt,Khtt,Kztt,Katt,Kett,Kott
5596,Rieb,Rpdb,Rkgb,Rdhb,Ruib,Raeb,Reub
5597,Laie,Llwm,Lkpy,Lznj,Leäa,Läie,Lieü
5598,Weder,Wtdgr,Wwdmr,Wwdqr,Wudir,Widur,Wadur
5599,Eli,Dly,Qld,Blr,Ile,Olo,Äle
5600,weit,wyct,wsrt,wfht,wüät,wiat,wiit
5601,Trips,Trzps,Trrps,Trkps,Treps,Träps,Trups
5602,Port,Pzrt,Prrt,Pmrt,Pirt,Pärt,Purt
5603,Yen,Yln,Ysn,Ywn,Yän,Yin,Yin
5604,Ruten,Rztpn,Rjtwn,Rstzn,Rätun,Rutön,Rutun
5605,Ahne,Ghnb,Phnq,Shnz,Ihnu,Ahno,Ehne
5606,Latte,Ljttw,Lsttc,Lnttf,Lutte,Lutti,Lette
5607,Zarin,Zlrqn,Zgrrn,Zmrfn,Zorun,Zarun,Zarün
5608,Hubs,Hbbs,Hxbs,Hbbs,Hobs,Hibs,Höbs
5609,intim,rntqm,bntxm,fntym,antäm,untem,intom
5610,spitz,spbtz,spltz,spdtz,spütz,spotz,spetz
5611,buche,bmchv,blchl,btchp,bicho,bachö,bocha
5612,Schuh,Schsh,Schzh,Schlh,Scheh,Schoh,Schüh
5613,giert,gczrt,gprrt,gbgrt,giürt,güirt,geurt
5614,Miaut,Mcnlt,Mjlyt,Mmzkt,Mouüt,Muoet,Maäut
5615,wirkt,wrrkt,wfrkt,wmrkt,wurkt,workt,wurkt
5616,Ohm,Xhm,Dhm,Zhm,Ähm,Ehm,Uhm
5617,Genf,Gtnf,Gnnf,Grnf,Günf,Gunf,Ginf
5618,fuer,fplr,fjhr,frlr,fuür,fuor,fear
5619,weilt,wkdlt,wdplt,wfglt,woelt,weült,woalt
5620,Schau,Schlz,Schxv,Schmr,Schea,Schuo,Schee
5621,Jets,Jsts,Jvts,Jhts,Jots,Jats,Jots
5622,lud,lpd,lhd,lbd,lüd,lid,lid
5623,salbe,sclbx,swlbt,srlbv,silbä,sulbe,silbo
5624,Tor,Tnr,Tsr,Tzr,Tir,Tar,Tir
5625,leben,lybqn,lybvn,lybfn,lobun,lubon,libun
5626,karge,ktrgl,kwrgk,kfrgm,kerga,kargu,kurge
5627,Betr,Bhtr,Bltr,Bftr,Botr,Batr,Batr
5628,Simon,Scmdn,Spmwn,Smmfn,Sumen,Somon,Sömun
5629,jener,jynzr,jynqr,jpnmr,jiner,jinir,juner
5630,Skala,Skvlw,Skblb,Skllh,Skolä,Skola,Sköla
5631,Siebt,Sstbt,Sscbt,Synbt,Soibt,Seabt,Süebt
5632,Haag,Hhzg,Hrmg,Hrgg,Höug,Heog,Heog
5633,blank,blpnk,blfnk,bljnk,blonk,blunk,blunk
5634,Liegt,Lswgt,Lvmgt,Lvxgt,Laägt,Löogt,Leegt
5635,eben,sbhn,dbln,bbxn,ibon,abon,öben
5636,Pest,Pyst,Pqst,Pzst,Past,Pust,Pist
5637,Gaul,Gnyl,Gzrl,Gjkl,Gial,Gial,Goel
5638,sonne,swnnl,sbnnp,snnnn,sönno,sünno,sinna
5639,ahme,qhmw,shmt,jhmb,ahmi,uhmo,ohme
5640,Verse,Vgrsz,Vxrsr,Vqrst,Vorsu,Värsö,Varsu
5641,sitze,sktzh,sztzb,sttzy,setzi,sitza,sotzu
5642,Louis,Ldzcs,Lqmcs,Lvnws,Laois,Louäs,Lueis
5643,Igel,Fgfl,Bgpl,Bgml,Agül,Igöl,Ugol
5644,Otto,Ftts,Zttt,Tttl,Ättä,Uttä,Otti
5645,Arsen,Hrsyn,Nrscn,Krswn,Ersan,Ursin,Arsan
5646,Essig,Cssyg,Lssqg,Rssrg,Ossog,Essog,Issug
5647,garen,gdrmn,gyrfn,gzrkn,güren,geran,guran
5648,Busen,Bvssn,Bnsdn,Bcsgn,Bisin,Boson,Bisin
5649,oele,mtlp,xnlx,cyly,aile,äula,aalu
5650,Sing,Sdng,Svng,Stng,Sung,Seng,Süng
5651,Stabs,Stpbs,Sthbs,Stdbs,Stebs,Stöbs,Stebs
5652,Backe,Bsckw,Bbckw,Bcckw,Backü,Bocka,Bicke
5653,Rauch,Rjwch,Rqvch,Rjpch,Roäch,Raoch,Raech
5654,helle,hfllc,hdlll,htlly,hille,holla,hella
5655,Frass,Fryss,Frtss,Frbss,Fräss,Fress,Fress
5656,tauen,thszn,trlvn,tmfyn,tiuän,tüaen,tiein
5657,sagte,slgtv,spgtp,smgtd,sügto,segtä,sögti
5658,Also,Vlsr,Plsb,Hlsp,Olsa,Olsi,Alsa
5659,gerne,ggrnc,glrnd,gzrnx,gürna,gerno,garnu
5660,kross,krjss,krzss,krmss,kriss,kruss,kruss
5661,rupft,rkpft,rxpft,rhpft,rapft,röpft,ropft
5662,Gerd,Gxrd,Gnrd,Grrd,Gard,Gird,Gard
5663,Huren,Hfrbn,Hjrmn,Hprbn,Hiron,Horun,Härän
5664,Sag,Stg,Slg,Sfg,Sug,Sug,Seg
5665,Freie,Frggz,Frfnz,Frfth,Freua,Fraöa,Frauu
5666,Fass,Fvss,Fjss,Fbss,Fess,Fiss,Fäss
5667,Atom,Jttm,Jthm,Ytym,Atum,Itam,Atum
5668,Fangs,Fkngs,Fxngs,Ffngs,Fengs,Fings,Fings
5669,fahl,fshl,fthl,fxhl,fähl,fuhl,fihl
5670,Puppe,Ppppj,Pppps,Phppn,Puppo,Poppa,Pappü
5671,Kehrt,Khhrt,Knhrt,Kwhrt,Kihrt,Kahrt,Kahrt
5672,grob,grqb,grqb,gryb,grib,grab,greb
5673,Moped,Mcpld,Mcpmd,Mspqd,Müpad,Mepad,Mopad
5674,Aefft,Wyfft,Tcfft,Jjfft,Eefft,Üafft,Eafft
5675,stell,stzll,stcll,styll,stoll,stoll,stoll
5676,Werbt,Wfrbt,Wprbt,Wyrbt,Wurbt,Würbt,Würbt
5677,Mokka,Mlkkk,Mmkkk,Mfkkt,Makke,Mükkü,Mukko
5678,Orale,Zrtlv,Mrnlj,Lrplf,Örala,Irila,Oröla
5679,Esst,Zsst,Jsst,Qsst,Usst,Osst,Össt
5680,Rest,Rkst,Rlst,Rfst,Rüst,Rist,Rüst
5681,Dubai,Dkbzk,Drbvr,Djbyz,Däbii,Döbae,Dibäü
5682,Paris,Pprys,Prrhs,Pdrhs,Puros,Pirus,Piris
5683,barg,bwrg,bhrg,bbrg,borg,bärg,burg
5684,fade,fmdl,fbdk,fkdq,fedü,fudi,fede
5685,Soja,Sgjc,Szjn,Snjv,Süjo,Söjä,Seja
5686,Ren,Rfn,Rcn,Rbn,Ron,Rän,Ron
5687,spare,spkrs,spzrt,splrm,spöro,spere,spüre
5688,Taten,Tltqn,Tdttn,Tjtdn,Tatun,Titen,Totun
5689,weiss,wqzss,wkhss,wshss,waass,woess,waiss
5690,Elan,Hlwn,Nlgn,Klxn,Ilän,Alun,Älan
5691,oede,jqds,fmdz,lkdk,uödä,uidi,uedu
5692,Lacht,Lccht,Lccht,Lccht,Lucht,Löcht,Lucht
5693,Kleid,Kllhd,Kllyd,Klfyd,Kluid,Klead,Kläid
5694,Stola,Sthlq,Stylz,Styln,Stilü,Stule,Stülo
5695,dar,dvr,dsr,djr,dur,dör,dor
5696,Lohn,Lkhn,Lzhn,Lvhn,Lehn,Luhn,Lihn
5697,Achte,Cchts,Lchty,Lchts,Achti,Ichte,Uchta
5698,Trink,Trcnk,Trxnk,Trfnk,Trönk,Trünk,Tronk
5699,weihe,wjfhk,whnhj,wbnhm,wuihä,wiahü,wuohu
5700,Punk,Phnk,Pwnk,Pbnk,Pink,Pank,Ponk
5701,Vorab,Vsrjb,Vtrqb,Vmrwb,Vorib,Virob,Vorub
5702,Magd,Mwgd,Mrgd,Mxgd,Mügd,Megd,Mugd
5703,Faule,Fkblw,Fnclk,Fbplv,Foeli,Föelo,Fiälu
5704,Hakt,Hlkt,Hxkt,Htkt,Hokt,Hekt,Hukt
5705,Armee,Prmlq,Drmjk,Zrmjz,Irmuu,Irmui,Urmio
5706,oelig,yxlqg,qbltg,vmlcg,eulig,ualog,uelög
5707,staue,sttsv,stcgh,sttnx,stuoo,stüou,staoo
5708,Warne,Wyrnl,Wvrny,Wzrnx,Wirna,Worna,Würnu
5709,vier,vvsr,vjtr,vxhr,viar,vair,voür
5710,Efeu,Mfff,Pfjj,Yfww,Ufia,Efuu,Efio
5711,neues,nccvs,ndxhs,njcts,neiäs,nuuus,nüeüs
5712,moege,mgjgw,mnrgb,mvrgk,määga,meige,miugu
5713,Steh,Stzh,Stbh,Stxh,Stäh,Stuh,Stih
5714,taust,tryst,trqst,tvsst,tiest,toüst,toost
5715,Lille,Lwllg,Lclld,Ltlly,Lulli,Lellü,Lelli
5716,War,Wmr,Wrr,Wnr,Wär,Wur,Wör
5717,soll,srll,sfll,scll,sall,sull,sill
5718,Stuck,Stsck,Stgck,Stqck,Steck,Stick,Stick
5719,hacke,hyckg,hcckq,hwckm,hucku,hicke,hocka
5720,Teure,Tbprl,Ttdrk,Tmrrk,Tuuru,Tuoro,Täöri
5721,Arme,Qrmb,Nrmj,Srml,Ormu,Ermü,Urme
5722,miese,mqxst,mtnsj,mgnsc,maise,miisu,miise
5723,Pore,Pkrb,Pprw,Plry,Pari,Pörä,Piru
5724,Limit,Ltmft,Lgmjt,Lkmkt,Limat,Lemit,Lemat
5725,wippt,wkppt,wbppt,wbppt,woppt,weppt,wuppt
5726,Klage,Klrgl,Klqgx,Klwgp,Kloge,Klugo,Klegü
5727,Rinne,Rtnns,Rfnnm,Rsnnv,Ronna,Ronnü,Renno
5728,Arndt,Mrndt,Jrndt,Xrndt,Ürndt,Ärndt,Orndt
5729,Boas,Btks,Bxhs,Bgqs,Buös,Bous,Bius
5730,buht,btht,bjht,bnht,boht,beht,biht
5731,nennt,ngnnt,nfnnt,ntnnt,nunnt,nunnt,nunnt
5732,Brote,Brntm,Brstb,Brntb,Broto,Brita,Bratä
5733,misst,mhsst,mqsst,mmsst,mosst,mösst,mosst
5734,Akne,Sknn,Gkng,Rknn,Ekne,Ekni,Akna
5735,Sud,Svd,Skd,Syd,Sod,Sod,Säd
5736,Ortes,Vrtbs,Xrtps,Xrtps,Örtos,Urtäs,Artas
5737,teilt,tpqlt,tftlt,ttglt,tualt,teölt,tiolt
5738,kick,kvck,krck,kfck,kuck,kack,kack
5739,Furie,Fbrpk,Frrxq,Fbryk,Furau,Forüe,Färeu
5740,reine,rmynt,rrynz,rqvnd,reena,reeni,rüono
5741,nach,nfch,ngch,ncch,näch,nech,nich
5742,salbt,sjlbt,sjlbt,sylbt,solbt,selbt,silbt
5743,Rates,Rbtbs,Rttbs,Rztls,Rütus,Ritus,Retös
5744,Rasen,Rhszn,Rjsfn,Rjsjn,Rusen,Risun,Rusin
5745,Walde,Whldj,Wdldr,Wblds,Wolda,Welda,Wülde
5746,bare,bjrg,bcrh,bvrk,burä,biru,beru
5747,Kinos,Kznks,Kmnqs,Kznks,Känes,Kunes,Kenas
5748,sek,shk,sqk,sgk,sok,sük,sok
5749,ziere,zvvrz,zmtrc,zzgrr,ziore,zuere,ziaro
5750,Daten,Dgtjn,Dztfn,Dwtln,Datin,Daton,Dotan
5751,Test,Tzst,Tqst,Twst,Tast,Töst,Tost
5752,Litt,Lztt,Lstt,Lxtt,Lott,Lott,Lütt
5753,runde,rvndc,rxndf,rsndf,rundi,rando,rendu
5754,Frueh,Frcth,Frydh,Frnph,Fruuh,Froah,Fruöh
5755,Spass,Spnss,Spvss,Spnss,Sposs,Späss,Spiss
5756,traut,trwmt,tryrt,trfbt,traat,treit,treit
5757,Niste,Njsth,Nwstz,Nfstj,Nuste,Naste,Nüste
5758,frueh,frtrh,frbrh,frwsh,fruöh,fraoh,friuh
5759,Orbit,Yrbgt,Rrbyt,Vrbft,Arbot,Irbit,Erbüt
5760,Sohle,Szhlg,Sthlm,Sjhly,Sihlä,Sählo,Sahli
5761,Redet,Rqdft,Rqddt,Rzdzt,Redat,Ridüt,Rodit
5762,Kunz,Kvnz,Kpnz,Khnz,Könz,Kinz,Konz
5763,Haars,Hjhrs,Hdxrs,Hsfrs,Huors,Heurs,Hüirs
5764,Raum,Rglm,Rybm,Rwmm,Ruum,Röam,Ruom
5765,bald,bxld,bnld,bkld,bild,büld,buld
5766,Orte,Drtd,Vrtg,Xrtp,Urta,Irti,Ertü
5767,Pose,Plss,Pbsx,Pysl,Pusu,Püsa,Pese
5768,Plane,Plcnx,Plmnp,Plpng,Plünu,Plono,Plana
5769,Tones,Tknbs,Tkncs,Tdnms,Tänus,Tönas,Tanes
5770,junge,jjngf,jbngj,jxngx,jungi,jangi,jongu
5771,Sri,Srg,Srr,Srm,Srü,Sre,Sra
5772,Noch,Nrch,Nkch,Njch,Nich,Nich,Nuch
5773,Tors,Tlrs,Tprs,Thrs,Turs,Tars,Tärs
5774,Zoos,Zggs,Zhps,Zdss,Zees,Zees,Ziäs
5775,Klub,Klkb,Klxb,Klqb,Klab,Klab,Klob
5776,Judas,Jzdrs,Jzdcs,Jqdzs,Jodis,Judus,Jades
5777,Kohle,Klhlc,Kvhlj,Kxhly,Kahlo,Kuhli,Kihle
5778,Noah,Nkjh,Nwbh,Nnxh,Naeh,Naih,Neoh
5779,Raff,Rjff,Ryff,Rzff,Roff,Roff,Reff
5780,bete,bztw,btty,bhtc,buto,botu,beto
5781,Fehl,Fwhl,Fjhl,Frhl,Fahl,Fohl,Fahl
5782,plus,plys,plqs,plts,ples,plas,plös
5783,baust,bvqst,bmwst,bmqst,boist,büist,boest
5784,Finne,Fknnx,Fcnnd,Frnnp,Fonno,Fonnö,Fünnu
5785,ins,kns,nns,sns,ens,ons,ens
5786,Lease,Lgzsd,Lhysq,Lkjsv,Liese,Luasi,Liäsi
5787,Zirpt,Zhrpt,Zjrpt,Znrpt,Zörpt,Zurpt,Zarpt
5788,bunt,bcnt,bjnt,bcnt,bint,bint,bant
5789,Egeln,Jgsln,Rgzln,Gglln,Egiln,Ogoln,Egaln
5790,loben,lybtn,lvbbn,lgbfn,lobön,libun,libun
5791,Fixen,Ffxqn,Fcxln,Fqxzn,Fexin,Foxon,Füxin
5792,klebt,klhbt,klnbt,klhbt,klibt,klabt,klübt
5793,Beete,Bxwtm,Bsqtp,Btrtz,Buöto,Buatö,Baatu
5794,Talon,Tvlkn,Tjlwn,Txlcn,Tulan,Tulen,Telin
5795,Kap,Kzp,Kbp,Kyp,Küp,Kop,Kup
5796,Zunge,Zhngg,Ztngt,Zqngz,Zinga,Züngi,Zengo
5797,Musst,Mpsst,Mhsst,Mxsst,Messt,Misst,Misst
5798,Sumpf,Spmpf,Srmpf,Stmpf,Sompf,Sämpf,Sompf
5799,Glut,Glyt,Glwt,Glnt,Glöt,Glot,Glit
5800,Alle,Pllp,Pllh,Mllw,Illu,Ulli,Alla
5801,Ziels,Zltls,Zblls,Zgmls,Zaols,Zuols,Zaols
5802,Teint,Tksnt,Tfpnt,Tzxnt,Teent,Töünt,Tuint
5803,Floh,Flzh,Flrh,Flmh,Fläh,Flih,Flah
5804,wuest,wwqst,wlzst,wnkst,wuost,wuost,wuost
5805,Hauen,Hkybn,Hsftn,Hcgcn,Heaon,Hiian,Hiian
5806,narrt,nqrrt,ndrrt,nkrrt,nürrt,nirrt,norrt
5807,Menge,Mjngj,Mdngn,Myngp,Monga,Mengi,Mongu
5808,Mine,Mbnr,Mbnq,Mhnh,Monä,Muna,Mono
5809,lagst,lngst,lmgst,lwgst,ligst,logst,logst
5810,selbe,svlbf,svlbv,svlbl,sulbe,sölba,sulbü
5811,Dell,Dpll,Dhll,Dbll,Dall,Dall,Dull
5812,Panik,Pvnhk,Prnzk,Psnqk,Pünuk,Punik,Pinek
5813,Brot,Brpt,Bryt,Brst,Bret,Brit,Brüt
5814,grobe,grvbw,grwbv,grrbb,gribü,grabu,grebu
5815,Recke,Ryckc,Rxckw,Rpckd,Rücke,Räcke,Röckö
5816,Linie,Lhnlt,Ljnjv,Lwnsd,Lenai,Lanüo,Lenoi
5817,Hupt,Hnpt,Htpt,Hspt,Hopt,Hipt,Hipt
5818,Blogs,Blqgs,Blbgs,Blwgs,Blags,Bligs,Blügs
5819,Syrer,Syrkr,Syrlr,Syrrr,Syrar,Syrar,Syrar
5820,alten,gltyn,kltln,qltxn,älton,eltin,eltun
5821,Fiese,Fzysx,Fnysh,Flssd,Faase,Fausi,Foese
5822,Alt,Llt,Slt,Rlt,Ült,Ilt,Elt
5823,falte,fnltn,fpltx,fdltb,filtu,felto,fulta
5824,Herbe,Hlrbm,Hzrbh,Hbrbp,Herbä,Hürbi,Harbo
5825,Trane,Trfnz,Trrns,Trsnp,Trone,Träni,Troni
5826,Unter,Kntwr,Mnttr,Zntbr,Intur,Untor,Entor
5827,Enzym,Cnzym,Vnzym,Hnzym,Anzym,Onzym,Anzym
5828,Eliza,Glrzb,Ylszx,Glyzz,Ilozo,Oläze,Alözu
5829,Kurt,Ktrt,Kvrt,Kjrt,Kürt,Kert,Kort
5830,Pate,Pqtw,Pktf,Pntl,Puti,Petö,Petu
5831,rase,rpsj,rnsd,rksd,reso,risa,rese
5832,sagen,ssgbn,stgzn,szgfn,sagun,sogun,sigun
5833,Ottos,Gttzs,Rttds,Yttts,Uttäs,Ottes,Ittes
5834,Geiz,Gxzz,Gldz,Gctz,Guuz,Güoz,Gouz
5835,Pasta,Pzstx,Pvstw,Pvstz,Pestä,Pusta,Pöste
5836,Wollt,Wxllt,Wsllt,Wvllt,Wallt,Wallt,Wallt
5837,Man,Mkn,Mcn,Mmn,Mun,Mün,Mun
5838,Unrat,Znrdt,Fnrxt,Wnrmt,Onrot,Onrot,Anrat
5839,erben,krbrn,rrbyn,frbyn,irbon,irbän,örbun
5840,Hetzt,Hptzt,Hhtzt,Hstzt,Hitzt,Hutzt,Hotzt
5841,werte,wcrtn,wjrtt,wjrtd,wirtö,wurto,wartä
5842,angle,jnglj,tnglf,xnglg,onglu,englu,ingli
5843,Kuert,Ktfrt,Kdvrt,Kmyrt,Kiart,Koart,Koirt
5844,recht,rscht,rbcht,rlcht,rocht,racht,rucht
5845,Boden,Btdvn,Bbdvn,Bqdcn,Bedan,Bädun,Bidon
5846,Opium,Zpqnm,Lptkm,Cpqjm,Ipeam,Ipoom,Ipuem
5847,starr,stxrr,sttrr,stlrr,störr,storr,storr
5848,Ski,Skx,Skx,Skr,Sko,Ske,Sku
5849,incl,qncl,sncl,tncl,uncl,ancl,encl
5850,Spin,Sppn,Spjn,Spgn,Spun,Spän,Spün
5851,Leim,Lypm,Lsdm,Lydm,Liom,Lüam,Luam
5852,wisse,wqssx,wvssq,wbssk,wussi,wessu,wessi
5853,Tunis,Tlnns,Twnhs,Tlnms,Tinus,Tanös,Tenis
5854,edles,tdlhs,zdlls,fdlqs,odlas,odles,idlas
5855,Image,Dmdgx,Cmkgf,Mmqgq,Emega,Imagä,Amugi
5856,Kneif,Knkzf,Knxqf,Knxgf,Knoef,Knöif,Kniaf
5857,erlag,lrlvg,nrlpg,brlvg,erlog,orlag,arlag
5858,reiz,rpgz,rtlz,rdhz,raoz,riuz,rüiz
5859,Blies,Blbws,Blcbs,Bltvs,Bloös,Bliös,Bliüs
5860,Erbe,Vrbs,Rrbs,Srbn,Urba,Arbu,Erbi
5861,Soda,Swdq,Srdj,Sfdh,Sodi,Sedo,Suda
5862,Alte,Vltk,Flth,Dltp,Olto,Ilto,Alti
5863,mag,mjg,mng,mzg,mug,mig,mog
5864,Silke,Splkb,Svlkx,Svlkr,Silko,Sulko,Salki
5865,Solos,Snlrs,Smlks,Sqlhs,Salus,Salas,Silis
5866,buhen,bwhqn,bwhtn,bfhzn,bahun,bihun,bihun
5867,Nikon,Nhkvn,Nkksn,Npkvn,Nikan,Nekin,Nökan
5868,lauft,lvmft,lyjft,llfft,luift,luöft,liift
5869,Mond,Mrnd,Mknd,Mbnd,Mand,Mand,Mand
5870,sein,sbnn,sjjn,stcn,seon,saan,sien
5871,frage,frtgy,frhgv,frsgm,früge,fraga,fruge
5872,tatet,tdtbt,tytht,trtjt,tetit,tetät,tatit
5873,Bayer,Bsyjr,Bzyhr,Bkywr,Buyur,Bayor,Bäyor
5874,Winds,Wznds,Wknds,Wbnds,Wends,Wands,Wands
5875,Krebs,Krxbs,Krdbs,Krqbs,Krubs,Kribs,Krabs
5876,Flurs,Flvrs,Flsrs,Flgrs,Flirs,Flirs,Flers
5877,Hall,Hxll,Hjll,Hqll,Hull,Höll,Hull
5878,Ural,Nrql,Wrxl,Jrjl,Iral,Arül,Oril
5879,hurte,hlrtd,hxrtx,hmrtr,hörta,härtu,harta
5880,leihe,lqphw,lbnhz,lnjht,läuha,loaha,laehu
5881,Sesam,Swsvm,Scssm,Sqszm,Süsom,Susöm,Säsem
5882,Tippe,Tpppk,Tvppk,Trppj,Tippö,Tappu,Tuppi
5883,Getan,Gwtmn,Gntpn,Grtnn,Goton,Getin,Gotan
5884,Wieso,Wrzsm,Wvvsl,Wvksl,Wiusa,Weesi,Weasa
5885,Tagen,Tqgpn,Tfgxn,Tsgrn,Togün,Tügon,Tugon
5886,rasen,rqskn,rbsbn,rtsbn,rasun,roson,rason
5887,Asien,Bscln,Dsgjn,Lsrpn,Osain,Esoan,Asian
5888,Maul,Mkkl,Mbwl,Mrll,Mäal,Meöl,Meil
5889,Front,Frcnt,Frknt,Frjnt,Frant,Frant,Frint
5890,Nokia,Nwkdv,Nvkfl,Ndkph,Nukao,Nekoi,Nikeu
5891,piepe,pxlpz,pybpv,pvnpf,paipe,puipe,poupa
5892,grabe,grsbv,grvbz,grwbm,gröbi,gräbu,groba
5893,zwar,zwvr,zwdr,zwzr,zwer,zwur,zwir
5894,nobel,nkbrl,nqbhl,nwbkl,nebül,nubel,nubäl
5895,forma,fyrmh,fwrms,fzrmx,ferme,firmi,furmu
5896,Beleg,Bplyg,Bdlqg,Bslzg,Bulog,Balag,Balig
5897,Keck,Kpck,Kmck,Kdck,Kock,Käck,Kock
5898,last,lyst,lbst,lyst,lust,löst,list
5899,Besen,Brszn,Bdsgn,Bjsmn,Busün,Besan,Busun
5900,Lido,Lydr,Lgdl,Lkdg,Lidu,Lidö,Lüde
5901,macht,mtcht,mpcht,mbcht,mocht,mucht,möcht
5902,duzt,dzzt,ddzt,dtzt,dozt,dezt,däzt
5903,tote,tvtj,tstw,tvtw,teto,tati,teti
5904,lobte,lfbtn,lybtf,lmbty,labti,lubtä,lebtu
5905,Formt,Fqrmt,Fgrmt,Fbrmt,Furmt,Förmt,Farmt
5906,Biege,Bfqgx,Bflgn,Byggp,Boüge,Buoge,Boego
5907,Venus,Vwnks,Vynqs,Vsnjs,Venes,Vanas,Venas
5908,Nudel,Nndnl,Ntdwl,Nhdll,Nidil,Nudal,Nidal
5909,Handy,Hdndy,Hcndy,Hkndy,Hendy,Hendy,Hindy
5910,bunte,blntc,bpntv,bfnth,bentu,bonte,bonto
5911,human,hrmjn,hkmkn,hlmjn,hümen,hämün,humün
5912,Rind,Rjnd,Rhnd,Rrnd,Ränd,Rönd,Ränd
5913,Etage,Vtlgw,Qtngw,Ztdgz,Etege,Atugu,Ituga
5914,fatal,fzttl,fjtrl,fhtdl,futol,fitil,fitäl
5915,Apart,Tpdrt,Wpzrt,Ypprt,Opurt,Opart,Ipart
5916,pures,pzrns,pcrys,phrbs,peris,peros,peres
5917,Naive,Npvvr,Nwwvs,Ntwvs,Niiva,Niavu,Noavo
5918,Koepf,Kbfpf,Knfpf,Kzfpf,Kiipf,Koupf,Koopf
5919,Winde,Wwndq,Wdndv,Wvndy,Wendä,Wundi,Wendi
5920,klone,klsnt,klvnv,klqnr,kluno,klano,klanu
5921,fegen,fvgfn,fmgvn,fqgtn,fegun,fegin,fogün
5922,Woher,Wbhtr,Whhmr,Wbhzr,Wihar,Wühör,Wihir
5923,Niest,Nwyst,Njcst,Nkdst,Neost,Niust,Nuest
5924,Einig,Ywnyg,Vbnpg,Fmnvg,Öoneg,Aenög,Aenüg
5925,Posen,Pfsmn,Pzsgn,Pfsxn,Püsin,Pasen,Posin
5926,Stell,Styll,Sthll,Stgll,Stull,Stull,Stull
5927,Nahen,Nvhfn,Nwhyn,Nfhpn,Nahan,Nihan,Nähun
5928,Robbe,Rxbbj,Rwbbp,Rpbbh,Rebbu,Rubbo,Rubbo
5929,Hain,Htyn,Htqn,Hgrn,Häin,Hion,Huan
5930,Spuk,Spsk,Spjk,Spnk,Spik,Spik,Spak
5931,Tau,Tbf,Tvz,Tlm,Tui,Tüe,Tia
5932,fort,fnrt,fyrt,frrt,furt,firt,fart
5933,Worte,Wsrtl,Wfrty,Wcrtm,Werti,Werta,Wurto
5934,Made,Mldx,Mkdx,Mgdd,Mada,Moda,Modö
5935,kuehl,kzchl,kqghl,kwqhl,kuohl,küühl,kaihl
5936,zehr,znhr,zfhr,zshr,zihr,zihr,zihr
5937,Stasi,Stvsj,Stksz,Stysq,Stoso,Staso,Stusa
5938,Miete,Mxhtx,Mhgtr,Mqwtj,Möotu,Maati,Muiti
5939,Zus,Zfs,Zzs,Zbs,Zös,Zes,Züs
5940,Tango,Tpngx,Tqngy,Tpngb,Tengi,Tönga,Tange
5941,Rollt,Rtllt,Rxllt,Rxllt,Rillt,Rallt,Rällt
5942,Gruen,Grwvn,Grdxn,Grzhn,Gräan,Gruon,Grean
5943,klemm,klpmm,klwmm,kllmm,klimm,klimm,klimm
5944,Pisst,Phsst,Pcsst,Plsst,Pusst,Posst,Posst
5945,melkt,mxlkt,mvlkt,mklkt,mulkt,mulkt,milkt
5946,was,wls,wls,wrs,wes,wos,wäs
5947,tragt,trzgt,trkgt,trmgt,tregt,tregt,trigt
5948,tanze,thnzj,tmnzb,tgnzf,tenzo,tanzu,tanza
