,Word,CS_v1,CS_v2,CS_v3,PW_v1,PW_v2,PW_v3,train_test
4133,piano,pqmnv,prrng,pggnl,puone,paono,pounu,Test
4134,kniet,knfpt,knkpt,knlxt,knuut,knout,knout,Train
4135,nuss,ngss,nzss,npss,niss,niss,niss,Test
4136,monat,mkntt,mqnjt,mknnt,menut,minit,monit,Test
4137,ochs,xchs,tchs,tchs,ichs,ichs,ichs,Train
4138,dreh,drgh,drvh,drnh,drah,drih,druh,Train
4139,zoll,zxll,zcll,zfll,zill,zill,zill,Train
4140,magst,mrgst,mbgst,mjgst,mugst,mugst,mogst,Train
4141,dicht,dtcht,dycht,dgcht,decht,ducht,dacht,Train
4142,naht,nxht,nqht,nvht,niht,niht,niht,Test
4143,knapp,knlpp,knjpp,kndpp,knupp,knupp,knipp,Train
4144,eure,kzrl,zzrd,bnrt,eoro,uara,uure,Train
4145,warst,wjrst,wxrst,wbrst,solis,kenn,louga,Train
4146,deren,dyrhn,dfrnn,dnrrn,diran,daron,darun,Train
4147,mahle,mthlc,mwhlb,mwhlr,mohlu,mihla,mehlu,Train
4148,peile,pwfll,pxxlw,pstlq,peili,paalu,piela,Test
4149,lebst,ltbst,lkbst,ldbst,labst,libst,libst,Train
4150,killt,kvllt,kzllt,kvllt,kullt,kollt,kallt,Train
4151,heile,hzkll,hgylj,hndlx,hoelu,hiela,haelo,Test
4152,theke,thhkf,thtkm,thjkh,theko,thoku,thuki,Train
4153,adieu,pdcnk,bdsrb,ydrvb,adiae,udiou,udieo,Train
4154,feilt,fzwlt,flclt,fhjlt,feult,foolt,failt,Test
4155,damen,dcmln,dpmhn,dvmkn,damin,damun,diman,Train
4156,petzt,pstzt,pntzt,pctzt,fosse,sund,maldo,Test
4157,ruhig,rwhmg,rjhtg,rnhkg,rehag,ruheg,rihag,Test
4158,tuten,tztwn,tftyn,twtsn,tatun,totun,totan,Train
4159,sitzt,swtzt,srtzt,sytzt,sotzt,sutzt,sutzt,Train
4160,kadis,kwdhs,ktdcs,kydfs,kedos,kedos,kodas,Train
4161,kanne,khnnz,kdnnm,klnnz,konna,kanna,konne,Test
4162,lippe,ljppr,lsppp,lhppx,leppo,luppo,lappi,Train
4163,bluse,bltsh,blqsr,blhsg,blesi,bliso,blesa,Train
4164,beil,bdtl,bbhl,blsl,biel,bool,baol,Train
4165,litt,lhtt,lptt,lbtt,lutt,lett,lett,Train
4166,komme,kwmmg,kymmr,krmml,kimmu,kommu,kimmo,Test
4167,trabt,trbbt,trlbt,trgbt,trubt,trubt,trubt,Train
4168,story,stbry,styry,stxry,stery,stiry,stury,Train
4169,fang,ffng,fwng,fcng,feng,fong,feng,Train
4170,kampf,kvmpf,knmpf,khmpf,kimpf,kimpf,kompf,Test
4171,ballt,bpllt,brllt,bbllt,bullt,bullt,bollt,Train
4172,grad,grgd,grfd,grjd,grud,gred,gred,Train
4173,bueck,bmrck,bgyck,bjxck,boeck,bouck,buack,Train
4174,hasst,hksst,hssst,hhsst,hesst,hosst,husst,Train
4175,sri,srn,srn,srw,sru,sru,sra,Train
4176,taue,txrh,tsfv,tpbh,taio,toee,tauu,Train
4177,beute,bxwtv,bvztt,bxjts,buoto,baote,biite,Train
4178,porto,prrtk,pjrtq,pxrtw,porte,pirta,porti,Train
4179,heime,hhvmk,hnxmr,hwfmk,haume,houmu,hiimo,Train
4180,bushs,bqshs,bxshs,bpshs,boshs,bishs,beshs,Test
4181,offen,lffbn,yffyn,qffqn,iffon,effon,iffin,Train
4182,nazis,njzps,ntzls,njzrs,nezos,nazas,nozis,Train
4183,eton,ftjn,btvn,stvn,itan,etun,atin,Train
4184,starb,stfrb,stxrb,stbrb,sturb,sturb,sterb,Train
4185,haft,hpft,hrft,hkft,hoft,hift,hift,Test
4186,mache,mpchc,mschw,mhchz,mechu,mechu,mucha,Train
4187,abbog,dbbxg,jbbdg,cbbqg,obbag,ibbeg,obbug,Train
4188,noch,nwch,nych,nbch,nich,nuch,nech,Train
4189,cents,cfnts,cpnts,ctnts,cints,cants,cunts,Test
4190,mit,mxt,mpt,mst,mot,mot,met,Train
4191,erika,xrxkr,lrgkr,rrdkw,urika,iruke,iruki,Train
4192,heize,hknzh,hgjzb,hnhzm,huezi,haezo,hiaze,Train
4193,wim,wcm,wmm,wpm,wum,wum,wum,Train
4194,etat,btct,ztrt,sttt,etut,itat,otot,Train
4195,nennt,npnnt,nynnt,nlnnt,nonnt,nannt,ninnt,Train
4196,triff,trpff,trmff,trcff,troff,traff,troff,Train
4197,zeugs,zphgs,zlngs,zwtgs,zoigs,ziigs,zeogs,Train
4198,leert,lnyrt,ldtrt,lthrt,luirt,leirt,lourt,Train
4199,botin,bmtnn,brttn,bftyn,betan,bitun,batun,Train
4200,chur,chkr,chnr,chrr,char,chir,char,Train
4201,mehre,mkhrz,mqhrk,mdhrg,mohre,mahre,muhru,Train
4202,doofe,dksft,dybfz,dsdfy,doufe,daefa,doefi,Test
4203,uebst,drbst,vdbst,gxbst,eobst,iibst,oobst,Train
4204,hohes,hdhxs,hghgs,hchys,hohus,hahes,hahus,Test
4205,torf,tlrf,tvrf,tyrf,terf,terf,tarf,Train
4206,arm,mrm,prm,hrm,urm,urm,urm,Test
4207,judo,jjdp,jzdr,jfdp,jida,jode,jada,Train
4208,kaue,kvdz,kjck,kzzd,kooi,kuue,kaui,Train
4209,kamt,kcmt,kfmt,kvmt,komt,komt,komt,Train
4210,esser,nssqr,bsspr,vsskr,assor,ussur,ussur,Train
4211,start,stfrt,stbrt,stxrt,stort,stort,stort,Test
4212,duell,dyzll,dcxll,djbll,diull,diall,diill,Train
4213,heft,hgft,hqft,hqft,hift,hoft,hoft,Train
4214,tobe,twbf,thbg,tpbw,tuba,teba,tabe,Train
4215,dreht,drsht,drpht,drmht,kass,escir,hepta,Train
4216,beile,brblp,bhwlg,bywll,buulu,boalu,boali,Train
4217,wege,wqgf,wngk,wwgz,wego,wige,waga,Test
4218,islam,yslkm,vsllm,lsldm,oslum,uslom,uslum,Train
4219,fass,fwss,fkss,fzss,fess,fiss,foss,Train
4220,lachs,lschs,lrchs,ldchs,pilti,richo,berke,Train
4221,sonst,shnst,sfnst,spnst,senst,sanst,senst,Train
4222,zum,zpm,zhm,zhm,zem,zom,zim,Train
4223,spur,spsr,spdr,sprr,spor,spor,spir,Train
4224,schon,schxn,schzn,schvn,schan,schan,schun,Test
4225,sowie,scwsq,sdwzy,sywkl,siwiu,sewaa,sowao,Train
4226,druck,drmck,drcck,drwck,drack,drick,drack,Train
4227,soft,sbft,sfft,sjft,sift,sift,seft,Train
4228,plan,plxn,plzn,plzn,plin,plin,plin,Train
4229,adle,jdll,xdll,ldlq,odle,odle,udla,Train
4230,jura,jqrw,jlrs,jtrq,jori,jera,jero,Train
4231,turms,tbrms,tdrms,tbrms,terms,terms,terms,Train
4232,blass,blqss,blyss,blqss,bliss,bluss,bliss,Test
4233,ofen,jftn,sfzn,mfcn,efin,ufen,ifin,Train
4234,loch,lmch,ljch,lych,lich,lich,lich,Test
4235,ahnst,whnst,thnst,fhnst,ehnst,ihnst,ehnst,Train
4236,toll,tjll,trll,tvll,till,tull,tall,Train
4237,mafia,mkfvh,mtfwx,mjfsd,mafue,mefaa,mafuo,Test
4238,oels,rdls,hlls,bqls,iols,oils,eels,Train
4239,meint,mnznt,mhynt,mwdnt,muont,muint,meunt,Train
4240,weine,wylns,whcns,wzznr,wuune,weuno,waana,Train
4241,reime,rxymh,rmhmx,rgdmj,ruima,ruumo,reama,Test
4242,clou,clqz,cltq,cljz,cleu,clue,cloa,Train
4243,husar,hhsdr,hhslr,hvsbr,hesar,hisor,hosar,Train
4244,hold,hsld,hqld,hgld,hald,hild,huld,Train
4245,walze,wmlzz,wjlzw,wflzp,wulzi,wilze,welze,Train
4246,kelle,kzlls,kzllg,ksllf,kollu,kullu,kella,Train
4247,pelz,pslz,pzlz,pclz,pulz,palz,polz,Train
4248,miene,mmtnj,mddnz,mrknt,muana,muana,miuno,Train
4249,boss,byss,btss,bhss,lechs,rahe,lubt,Test
4250,tons,tpns,tfns,thns,tens,tens,tens,Train
4251,lampe,lkmpp,lrmpr,lkmpl,lampo,lempu,lempe,Train
4252,lesbe,llsbk,lrsbj,lqsbb,lusbi,lusbu,lasbe,Train
4253,herab,htrwb,hxrtb,hdrgb,harub,harob,hereb,Test
4254,blues,blths,blmqs,bltxs,bloas,blius,bloas,Test
4255,franc,frbnc,frrnc,frbnc,fronc,frinc,fronc,Train
4256,moor,mhjr,mxcr,mydr,mour,maor,mear,Test
4257,maler,mmljr,mwldr,mzlxr,moler,mular,molir,Train
4258,volt,vplt,vglt,vflt,vilt,vilt,valt,Train
4259,zobel,zzbhl,zqbwl,zlbfl,zabol,zebel,zibel,Train
4260,tang,tkng,twng,tdng,ting,tung,tung,Train
4261,binde,bnndk,bsndl,bpndn,benda,bonde,bondo,Train
4262,foehn,fvlhn,fbghn,fyvhn,feahn,foohn,feehn,Train
4263,unfug,mnfcg,hnfhg,hnfhg,enfog,onfeg,enfog,Train
4264,liefe,lnjfp,lxcfd,ljrfn,leefu,liifu,luifa,Train
4265,stamm,strmm,stfmm,stnmm,stemm,stemm,stimm,Train
4266,felge,ftlgb,fvlgs,fzlgv,felgo,folgu,felgo,Test
4267,part,pqrt,pbrt,pyrt,pirt,purt,purt,Train
4268,saut,sqht,snrt,ssjt,seat,siet,siut,Train
4269,lima,lbmp,lmmb,lrmf,lomi,lumi,leme,Train
4270,stuss,stwss,stwss,sttss,stiss,stiss,stiss,Train
4271,vlies,vlgqs,vlsms,vlwgs,vlaas,vlius,vleis,Train
4272,vom,vhm,vvm,vzm,vem,vim,vum,Train
4273,mueht,mjrht,mlght,mgsht,mioht,muiht,maoht,Train
4274,kerle,kkrls,ksrln,kyrlv,korlu,kurle,kerla,Train
4275,jaete,jwxts,jvktv,jnntl,jioto,juota,jaetu,Train
4276,zwerg,zwdrg,zwjrg,zwhrg,zwurg,zwarg,zwirg,Train
4277,smogs,smkgs,smlgs,smrgs,smegs,smags,smegs,Train
4278,kabel,kvbxl,kmbsl,khbjl,kebal,kobel,kibal,Test
4279,ral,rll,rml,rbl,rul,rol,rul,Test
4280,nepp,ngpp,ngpp,nrpp,napp,nupp,nipp,Train
4281,teure,tsyrg,tzlrw,txdrw,toori,teare,teoru,Train
4282,wisch,wcsch,wtsch,wcsch,wosch,wosch,wasch,Train
4283,kleie,klxgd,klkkm,klgsc,kleao,klouo,kloua,Test
4284,eva,lvf,jvk,zvh,ivo,uve,avu,Train
4285,rief,rblf,rqsf,rdrf,roof,raef,roif,Train
4286,seen,sgzn,sckn,sjkn,saon,sien,soan,Test
4287,tropf,trcpf,trhpf,trjpf,trupf,trepf,tripf,Train
4288,kombi,khmbg,kbmbh,knmbv,kembi,kimba,kombe,Train
4289,cadiz,cfdkz,ccdhz,cvdfz,coduz,cidez,cedoz,Train
4290,nebel,ntbzl,nsbsl,nnbbl,nabal,nobal,nubol,Train
4291,ponys,pnnys,pnnys,plnys,penys,penys,penys,Train
4292,wedle,wldls,wzdlr,wcdlm,wodli,wodli,wudlo,Train
4293,bades,bvdts,btdvs,bkdts,badis,bidis,badus,Train
4294,kongo,ktngc,kxngx,klngw,kingo,kenge,kengo,Train
4295,dreck,drlck,drxck,drxck,drock,drock,drick,Train
4296,ragst,rfgst,rtgst,rqgst,rugst,rigst,rugst,Train
4297,staue,stlsd,stczk,sthpr,stuuo,stueo,steau,Test
4298,vater,vctqr,vdtnr,vntnr,voter,vatur,vetur,Test
4299,magen,mlgmn,mtggn,mbgdn,mugun,magin,mogen,Train
4300,tenor,tnncr,tpnvr,tdnjr,tinor,tunur,tanor,Train
4301,decke,dyckt,dnckl,dtckn,docko,decki,dacku,Train
4302,luken,lwkln,lnkbn,ltkxn,lekun,likan,lukin,Test
4303,vergl,vmrgl,vvrgl,vhrgl,virgl,virgl,vorgl,Train
4304,rollt,rmllt,rsllt,rbllt,rallt,rullt,rillt,Train
4305,jage,jwgv,jpgh,jsgc,jogu,jige,jigi,Test
4306,mahl,mkhl,mphl,myhl,mihl,muhl,mihl,Train
4307,adern,gdmrn,wdtrn,ndfrn,udurn,idern,odirn,Train
4308,pult,pslt,pwlt,pflt,pelt,pelt,polt,Train
4309,phon,phxn,phsn,phwn,phen,phun,phan,Train
4310,mixen,mrxmn,mtxrn,mtxln,moxan,moxun,maxin,Train
4311,wallt,wmllt,wwllt,wyllt,wullt,wellt,willt,Train
4312,brust,brpst,brsst,brbst,brost,brast,brast,Train
4313,puma,pzmq,pgmz,pwmn,pume,pimo,pimu,Train
4314,segle,sbgll,sdglp,sgglr,saglo,sigle,soglu,Train
4315,niese,nglsz,nldsw,nvfsq,noose,neise,naisu,Test
4316,bars,bzrs,bsrs,bcrs,bors,bors,burs,Train
4317,huhns,hshns,hfhns,hfhns,hihns,hohns,hihns,Train
4318,knack,knpck,knqck,knwck,knock,kneck,kneck,Test
4319,rosen,rvsvn,rqscn,rkswn,risin,risin,risun,Test
4320,gut,ght,gwt,glt,got,git,get,Train
4321,nach,nkch,nsch,nlch,nech,nich,nich,Train
4322,huste,hbstv,hfsth,hgstd,hasta,hesti,hesti,Train
4323,dieb,dlyb,dbcb,ddwb,deib,doub,doob,Test
4324,amis,vmjs,zmps,wmrs,omos,imas,imes,Train
4325,lands,lknds,lrnds,lrnds,lunds,londs,lends,Test
4326,wink,wdnk,wrnk,wjnk,wenk,wank,wonk,Train
4327,naher,njhhr,nhhbr,nghfr,nuher,nahir,nuher,Train
4328,klaus,klzxs,klhxs,klsgs,klios,klous,klees,Train
4329,lamm,lpmm,lxmm,lpmm,lumm,limm,lemm,Test
4330,gelbe,ghlbt,gzlbm,gslbm,golbi,golbe,gulbe,Train
4331,abart,hbvrt,zbjrt,sbxrt,abirt,obirt,ebart,Train
4332,annes,tnnls,ynnvs,wnnms,ennos,annos,onnes,Test
4333,via,vng,vmh,vjv,vii,vua,voe,Train
4334,erbot,brbst,zrbdt,srbbt,orbot,arbat,urbot,Train
4335,wahr,wwhr,wghr,wchr,wihr,wihr,wohr,Train
4336,lebte,lqbtr,ltbtv,lfbtj,lubtu,lebti,lobto,Train
4337,papi,plpx,phpg,phpr,popa,pepa,pepi,Train
4338,kafka,kvfkw,kffkm,kwfkw,kefko,kofke,kafku,Train
4339,gross,grjss,grnss,grtss,grass,gress,grass,Test
4340,omas,hmps,vmzs,kmns,umis,omos,imas,Train
4341,roete,rxrtd,rjztv,rqgtf,riati,riuti,reata,Train
4342,depps,dwpps,dxpps,dppps,dipps,dapps,dapps,Train
4343,enge,yngm,vngd,pngl,ungo,ungu,onga,Train
4344,snob,sntb,snkb,snyb,snib,sneb,snub,Train
4345,alles,dllss,sllrs,bllms,illos,ellos,ollos,Train
4346,video,vhdfp,vgdbr,vzdwr,vudoo,viduo,vadai,Train
4347,kroch,krzch,krwch,krrch,kruch,krich,krich,Test
4348,abend,tbqnd,lbfnd,dbbnd,abind,ubond,ubind,Train
4349,bayer,bwyfr,bwymr,brycr,buyor,bayir,boyur,Train
4350,arzt,brzt,drzt,xrzt,erzt,irzt,orzt,Train
4351,david,dlvdd,dfvqd,dpvdd,davad,davad,devid,Test
4352,weihe,wrphs,wldht,wykhn,wiihi,woihi,waaha,Train
4353,armen,qrmcn,crmnn,crmwn,ormin,irmon,irmon,Train
4354,koste,kvsty,kvstt,kmsth,kistu,keste,kasto,Train
4355,hoehe,hqrhw,hcphl,hbshs,hiuhu,hoaha,heahe,Train
4356,marx,mhrx,mrrx,mkrx,merx,merx,murx,Train
4357,faul,fvtl,fgzl,fkjl,foil,fuul,fiil,Train
4358,melkt,mnlkt,mtlkt,mclkt,molkt,malkt,molkt,Train
4359,khan,khpn,khpn,khfn,khin,khen,khon,Test
4360,hecks,hrcks,hjcks,hccks,hacks,hocks,hacks,Train
4361,flair,flxwr,fltyr,fldnr,floir,floir,floer,Test
4362,bewog,bnwqg,bjwgg,bzwjg,buweg,biweg,biweg,Train
4363,winds,wznds,wknds,wwnds,wonds,wands,wonds,Train
4364,satz,sdtz,srtz,sxtz,setz,sutz,sotz,Test
4365,knie,knjt,knpm,knjx,kneu,knuo,knaa,Train
4366,markt,mfrkt,myrkt,mprkt,mirkt,murkt,murkt,Train
4367,bibel,bwbgl,bsbvl,bfbpl,bubel,bibil,babil,Test
4368,musst,mvsst,mdsst,mdsst,ilu,kraos,telk,Train
4369,kill,kgll,kxll,klll,kull,kall,kull,Train
4370,ruhte,rhhtp,rkhtk,rlhtb,rehtu,rehte,ruhto,Train
4371,flugs,fldgs,flpgs,flvgs,flegs,fligs,flegs,Train
4372,sein,smpn,sjtn,srdn,sien,soon,sien,Train
4373,ehre,vhrs,lhrz,zhrd,ihri,ihri,ehra,Train
4374,andre,sndrp,jndrn,kndrf,undru,ondri,undra,Train
4375,nass,nrss,ngss,nzss,dovir,liges,josif,Train
4376,koran,khryn,kyrbn,kgrmn,karon,karen,kuran,Train
4377,firma,flrms,fxrmy,fmrmn,formu,furmu,firmi,Train
4378,akute,dkbtc,xkgty,nkmtl,ikite,aketa,ekoto,Train
4379,zieme,zyvmq,zjmms,zxhmx,zeome,zaomo,zoemo,Train
4380,weckt,wjckt,wvckt,wgckt,wuckt,wackt,wickt,Train
4381,ragen,rpgrn,rqgvn,rwgsn,rigen,rugun,rugen,Train
4382,peak,pstk,pgjk,pzsk,piok,piak,poak,Train
4383,zuck,zpck,zyck,ztck,zeck,zock,zack,Train
4384,tot,tkt,tzt,tgt,zarpt,wunkt,rohon,Train
4385,zwei,zwcq,zwkw,zwfl,zwaa,zwoa,zwii,Train
4386,urne,vrny,mrnf,crnx,arne,ornu,arni,Train
4387,leim,lnrm,lqvm,lqbm,liim,liom,liim,Test
4388,tibet,tvbbt,tfbkt,tybmt,tubot,tobut,tabut,Test
4389,reste,rxstg,rsstx,rkstl,rista,rusta,rasto,Test
4390,funk,fdnk,fsnk,fgnk,fenk,fonk,fank,Train
4391,heure,hhkrc,hzcrt,hwsrv,hiere,hoara,hoire,Train
4392,toben,tcbsn,thbxn,tgbpn,teban,taben,tabun,Train
4393,adel,sdnl,kdgl,mdyl,odul,idel,odal,Train
4394,porno,plrnx,pwrny,pdrnk,perno,pornu,purno,Train
4395,bude,btdj,bydr,bsdd,beda,bedu,bidu,Train
4396,back,bfck,brck,byck,beck,buck,buck,Train
4397,topf,thpf,trpf,tzpf,tupf,tipf,tapf,Train
4398,lager,lpgyr,lmghr,lhgzr,ligar,legur,logur,Train
4399,teilt,tnslt,tbxlt,tzclt,taalt,tuilt,toilt,Train
4400,ethos,gthks,mthfs,hthxs,ethes,athis,uthas,Test
4401,rio,rkj,rvy,rml,rai,rea,rue,Test
4402,jetzt,jftzt,jgtzt,jytzt,jatzt,jutzt,jatzt,Train
4403,lese,lwsx,ldss,lpst,lusi,lesu,lasi,Train
4404,batik,bktvk,bgtxk,bttdk,batuk,botuk,batak,Train
4405,brut,brht,brht,brmt,bixun,roit,oxel,Train
4406,spreu,sprhf,sprlz,sprjl,spree,sprei,sprae,Test
4407,davis,ddvfs,dvvgs,dsvns,divis,divus,duves,Test
4408,droge,drmgv,drsgh,drxgb,dragi,dragu,dregu,Test
4409,davon,dzvxn,dlvxn,dkvfn,divan,duvon,duvan,Train
4410,merkt,mcrkt,mmrkt,mmrkt,murkt,morkt,mirkt,Train
4411,dorf,dzrf,dsrf,dlrf,derf,dirf,dirf,Train
4412,tuchs,tlchs,ttchs,tkchs,tichs,tichs,tochs,Train
4413,frei,frhd,frls,frtz,froe,freu,froo,Test
4414,genre,gwnrv,gbnrp,gfnrp,gonre,ginri,genra,Train
4415,kau,kwy,ksm,kpb,kie,kee,kae,Train
4416,lang,lkng,lbng,lkng,leng,ling,long,Train
4417,farm,fqrm,ffrm,fzrm,ferm,firm,ferm,Train
4418,kuehe,kbghn,kbmhb,knbhq,keaho,kauho,kuuho,Train
4419,fahne,fqhnp,frhnt,fdhnv,fuhni,fehni,fuhni,Train
4420,nasen,npsyn,ngsrn,nrssn,nosun,nisen,nosun,Train
4421,irrst,jrrst,srrst,qrrst,urrst,orrst,arrst,Train
4422,latex,lftcx,lqtsx,ldtfx,lutex,lotix,lotax,Train
4423,singt,sjngt,sqngt,svngt,sungt,songt,sangt,Train
4424,obere,dbtrv,sbyrm,bbmrn,ibure,obori,ubaru,Test
4425,pomp,pdmp,pmmp,pymp,pimp,pamp,pimp,Train
4426,hielt,hmplt,hvzlt,hvjlt,hiolt,hoult,hailt,Test
4427,heule,hsnlr,hvzlj,hdjln,hiolo,houlu,haile,Test
4428,duckt,dzckt,dmckt,dxckt,dickt,dockt,dackt,Train
4429,rufe,rnfq,rqfg,rxfv,refu,rofe,refo,Train
4430,dies,ddps,dnds,dgcs,dois,dios,dios,Train
4431,kairo,kjpry,klsrh,kwsrr,keeri,kuoru,kaere,Train
4432,relax,rglhx,rylmx,rwlqx,relix,rilix,rolux,Train
4433,mied,mwqd,mrwd,mckd,moad,maud,meid,Test
4434,hugos,hsgds,hdgbs,htgxs,higus,huges,hagas,Train
4435,krass,kryss,krrss,krjss,kriss,kress,kress,Train
4436,getto,gtttl,gtttl,gcttq,gatti,gotti,gotte,Train
4437,fein,fjhn,fkcn,ftbn,foon,fiun,feon,Train
4438,tanz,tpnz,tpnz,tqnz,tonz,tinz,tenz,Train
4439,degen,dzgdn,dygzn,dygxn,digon,digun,dagon,Train
4440,ton,tpn,tdn,tfn,ten,tan,tan,Train
4441,halb,hmlb,hrlb,hklb,hulb,hulb,helb,Test
4442,crews,cryws,crlws,crqws,criws,cruws,criws,Train
4443,ulkig,slkqg,dlkkg,flkpg,olkeg,ulkug,ilkeg,Train
4444,warnt,wbrnt,wgrnt,wsrnt,wirnt,wirnt,wirnt,Train
4445,bannt,bqnnt,bsnnt,bgnnt,bunnt,binnt,bunnt,Train
4446,helen,hklfn,hjljn,hplsn,helun,helan,helon,Test
4447,safes,svfns,szfks,szfts,sifes,sifos,safus,Train
4448,roms,rkms,rfms,rsms,rams,rems,rams,Test
4449,rugby,rwgby,rngby,rhgby,rogby,ragby,ragby,Train
4450,name,nnmy,nvmt,npmt,nimo,nume,nema,Test
4451,pilze,pklzc,phlzp,pwlzt,pilzo,pilzo,polzo,Train
4452,betty,bjtty,bctty,bztty,batty,batty,batty,Test
4453,malst,mylst,mmlst,mdlst,milst,mulst,milst,Train
4454,tote,tmtk,tmtv,tvts,toti,tete,toti,Test
4455,ficke,ffckm,fvckn,fnckj,fucko,facka,focke,Test
4456,wien,wcjn,wvvn,wczn,weon,wuen,woen,Train
4457,tosen,tbstn,trsbn,tcsqn,tisin,tisun,tesun,Train
4458,zerrt,zzrrt,zxrrt,zdrrt,zarrt,zorrt,zarrt,Test
4459,spuks,sptks,sphks,spqks,spoks,spiks,spiks,Train
4460,cathy,cmthy,cythy,cwthy,cithy,cethy,cuthy,Train
4461,stau,stbc,stcp,stcg,stia,stoo,stua,Test
4462,holm,htlm,hglm,hwlm,hulm,hulm,hilm,Train
4463,señor,sbñhr,sjñxr,sjñqr,sañir,soñor,siñer,Train
4464,graue,grrkl,grwzv,grzlw,griie,groau,greai,Train
4465,tafel,tcfbl,ttftl,tzfwl,tafal,tafal,tufil,Train
4466,ekelt,lkslt,hkzlt,wkxlt,ikolt,ukilt,akolt,Train
4467,wilde,wkldt,wrldw,wmlds,weldi,weldo,woldu,Train
4468,allen,tllmn,zllkn,yllkn,illin,ellan,ellon,Train
4469,jude,jzdl,jhdn,jgdy,jodu,jodo,judi,Test
4470,don,dln,dpn,dzn,din,dun,din,Train
4471,spule,spdlq,spvlt,sprll,spelu,spilu,spula,Train
4472,jux,jcx,jwx,jkx,jex,jix,jex,Train
4473,cisco,csscj,cnscb,csscb,cisca,cuscu,casca,Train
4474,angle,cngly,fnglz,sngll,inglu,engla,ingla,Train
4475,sept,sjpt,sjpt,svpt,sapt,sopt,sapt,Train
4476,totes,twtxs,tctls,tktcs,tates,tetis,tetis,Train
4477,flak,fltk,flsk,flvk,flik,fluk,flok,Train
4478,wurf,wtrf,wvrf,whrf,tibot,gayus,piffa,Test
4479,pumpe,pbmpt,pjmpy,pjmpk,pompa,pampi,pempa,Train
4480,huene,hsmnn,hmvny,hjnng,heunu,huana,hiena,Train
4481,zoten,zwtzn,zstvn,zjtfn,zitan,zuten,ziten,Train
4482,sagt,srgt,ssgt,svgt,sigt,sogt,segt,Train
4483,tina,tdnb,ttnh,tqnd,tune,tini,tenu,Train
4484,spitz,spbtz,spmtz,spmtz,spetz,spetz,spotz,Train
4485,welle,wvlly,wpllz,whllb,willa,wullu,wollo,Train
4486,togo,tfgy,twgw,trgf,togu,taga,tagi,Train
4487,davor,drvvr,dnvyr,dvvmr,davir,daver,divur,Train
4488,pilot,pjlqt,plldt,pblnt,pelat,polit,palat,Train
4489,zucht,zmcht,zkcht,ztcht,zicht,zacht,zocht,Train
4490,garni,ghrnk,gvrnc,ghrnd,garnu,gerno,gorni,Train
4491,torte,twrtg,tfrtf,thrtq,terto,turto,tirti,Train
4492,halft,hdlft,hklft,hnlft,bia,girne,tilpa,Train
4493,mus,mzs,mcs,mys,mas,mes,mas,Train
4494,gott,ggtt,gqtt,gytt,gutt,gutt,gatt,Test
4495,kuppe,kcpph,kgppw,kjppq,koppo,koppo,koppi,Train
4496,ihrem,lhrkm,jhrxm,nhrqm,ehrum,uhrom,ihrim,Test
4497,kuehn,kfnhn,kcthn,ktlhn,keuhn,kuohn,kiihn,Train
4498,zupfe,zlpfj,zlpfn,zxpft,zapfa,zopfu,zopfa,Train
4499,sinke,sjnkr,sxnkn,spnks,sanke,sunki,sinku,Test
4500,klug,klxg,klyg,klvg,klog,klig,klig,Train
4501,prost,prqst,prnst,prfst,prast,prust,prust,Train
4502,gramm,grkmm,grxmm,grymm,gromm,gremm,gromm,Test
4503,sinne,sxnnt,sknnw,sqnnq,sunnu,sanne,sanno,Train
4504,wehte,wphtx,wwhtp,wzhtx,wahta,wohtu,wihtu,Train
4505,umweg,mmwtg,nmwzg,zmwwg,omwug,omwig,imweg,Test
4506,gina,gsnv,gvnn,gxnn,gone,guna,gano,Train
4507,umgab,bmgdb,pmgvb,mmgxb,imgob,amgab,omgub,Train
4508,summt,smmmt,sxmmt,sdmmt,semmt,simmt,sommt,Train
4509,meers,mpmrs,mpgrs,mwhrs,maurs,miurs,meors,Train
4510,mokka,mtkkn,mrkkt,mmkks,makke,mekku,mikke,Train
4511,schuh,schjh,schwh,schgh,scheh,schoh,schih,Train
4512,fault,fdglt,fkdlt,fqjlt,feelt,fiult,faalt,Train
4513,ganze,ghnzd,gtnzg,glnzf,genzi,gonzi,ginzi,Test
4514,foren,fsrdn,fkrvn,fsrvn,firin,farin,feran,Train
4515,spuk,sppk,spvk,spfk,spik,spek,spak,Train
4516,pute,pftd,pdtn,pbtd,pote,pati,pote,Train
4517,honig,htnqg,hfnwg,hnnxg,hinug,hinag,hinog,Train
4518,buchs,bhchs,bqchs,bjchs,bichs,bichs,bochs,Train
4519,tutet,tqtmt,tqtvt,tbtrt,tutit,totot,tutat,Train
4520,umsah,zmsth,jmssh,nmsbh,omsih,umsuh,imsah,Train
4521,weich,wzgch,wvmch,whgch,woech,weach,waach,Train
4522,zeige,zhwgz,zxggk,ztfgy,zooge,zoigu,zaego,Test
4523,tasse,tcssg,twssm,tgsss,tissa,tesso,tusso,Train
4524,dufts,dbfts,dsfts,dhfts,defts,difts,dafts,Train
4525,beule,bjglz,bcylv,bkdlh,buola,bielo,baoli,Train
4526,diene,dblnk,dsjny,dmmng,diunu,dounu,diino,Train
4527,dia,dqf,dhh,dlz,dii,doa,dui,Test
4528,babys,brbys,bwbys,bvbys,bubys,bubys,bebys,Train
