;String;cond;t_t;
4927;Ticks;Word;Train;92
4928;Teuer;Word;Train;36
4929;Tenor;Word;Train;27
4930;Taugt;Word;Train;86
4931;Tangs;Word;Test;10
4932;Tadel;Word;Train;85
4933;summe;Word;Train;66
4934;Spann;Word;Test;9
4935;Skier;Word;Train;91
4936;Senkt;Word;Test;2
4937;Samba;Word;Train;92
4938;Ruege;Word;Train;94
4939;Rains;Word;Train;44
4940;pumpe;Word;Train;95
4941;Polyp;Word;Train;44
4942;Polin;Word;Train;52
4943;Pinie;Word;Train;24
4944;Packe;Word;Train;61
4945;Nehru;Word;Test;4
4946;Negro;Word;Train;74
4947;neckt;Word;Test;4
4948;nahem;Word;Train;94
4949;Mobil;Word;Train;44
4950;Mimik;Word;Train;56
4951;Liane;Word;Test;7
4952;Lecks;Word;Test;9
4953;lallt;Word;Train;44
4954;Kocht;Word;Train;49
4955;Knick;Word;Train;76
4956;kippe;Word;Train;55
4957;kaute;Word;Test;15
4958;Juckt;Word;Train;90
4959;Indiz;Word;Test;19
4960;Idole;Word;Train;60
4961;hocke;Word;Train;83
4962;Helle;Word;Train;68
4963;Heime;Word;Test;17
4964;Gutem;Word;Train;47
4965;Grobe;Word;Train;53
4966;Gases;Word;Train;69
4967;fuhrt;Word;Train;52
4968;Fluid;Word;Train;60
4969;Fauns;Word;Train;53
4970;Fauna;Word;Train;69
4971;Ewige;Word;Test;10
4972;Euter;Word;Train;93
4973;erzog;Word;Train;65
4974;Enzym;Word;Train;21
4975;Edler;Word;Train;44
4976;Dinar;Word;Train;85
4977;Diele;Word;Train;90
4978;Chaot;Word;Train;33
4979;borge;Word;Train;95
4980;bogen;Word;Train;29
4981;Blank;Word;Train;71
4982;Biers;Word;Train;57
4983;bange;Word;Train;94
4984;Balls;Word;Train;38
4985;Arger;Word;Train;75
4986;Ahorn;Word;Train;57
4987;abkam;Word;Test;2
4988;waten;Word;Test;8
4989;wankt;Word;Test;12
4990;Vokal;Word;Train;60
4991;Untat;Word;Train;34
4992;Tutor;Word;Test;20
4993;Trunk;Word;Train;37
4994;Tosen;Word;Test;5
4995;Toben;Word;Train;39
4996;tanke;Word;Train;25
4997;Stola;Word;Train;37
4998;spann;Word;Train;81
4999;Sinai;Word;Train;92
5000;satte;Word;Train;52
5001;Rinne;Word;Train;75
5002;Reset;Word;Test;20
5003;Raben;Word;Train;89
5004;Pures;Word;Test;11
5005;Prado;Word;Train;79
5006;Posse;Word;Test;0
5007;pfiff;Word;Train;32
5008;Nobel;Word;Train;88
5009;Niger;Word;Train;67
5010;messe;Word;Test;14
5011;Lehnt;Word;Test;6
5012;Laube;Word;Train;51
5013;Lanka;Word;Train;80
5014;Kulis;Word;Test;11
5015;Kubas;Word;Train;23
5016;Krumm;Word;Train;66
5017;Koeln;Word;Train;65
5018;Kloss;Word;Train;49
5019;klemm;Word;Train;59
5020;Kelle;Word;Train;22
5021;kaust;Word;Test;16
5022;Irres;Word;Train;40
5023;Inuit;Word;Train;71
5024;Heere;Word;Train;56
5025;Hanne;Word;Train;39
5026;habet;Word;Train;69
5027;glich;Word;Train;57
5028;Genua;Word;Train;36
5029;Funde;Word;Test;15
5030;faden;Word;Train;88
5031;Fachs;Word;Train;58
5032;Fabel;Word;Train;78
5033;Euros;Word;Test;5
5034;eitle;Word;Test;5
5035;eilte;Word;Train;84
5036;Dummy;Word;Train;86
5037;Drift;Word;Test;11
5038;Dirks;Word;Test;2
5039;Deich;Word;Train;28
5040;Chart;Word;Test;20
5041;Burma;Word;Train;26
5042;bohre;Word;Train;30
5043;beben;Word;Train;88
5044;Aexte;Word;Train;100
5045;Arges;Word;Train;53
5046;alpha;Word;Train;39
5047;Abbau;Word;Test;6
5048;zugab;Word;Train;42
5049;zivil;Word;Train;74
5050;zankt;Word;Train;72
5051;Zahns;Word;Train;21
5052;zaehe;Word;Train;100
5053;wurmt;Word;Train;31
5054;Wirft;Word;Train;94
5055;Weins;Word;Train;94
5056;Wagon;Word;Train;43
5057;Unrat;Word;Train;61
5058;Uebst;Word;Test;9
5059;Turin;Word;Train;88
5060;trist;Word;Test;0
5061;tatst;Word;Train;40
5062;taste;Word;Train;64
5063;tarnt;Word;Train;65
5064;tagen;Word;Train;54
5065;Tabus;Word;Train;78
5066;Stumm;Word;Train;46
5067;spult;Word;Train;52
5068;Skalp;Word;Train;30
5069;Silos;Word;Train;69
5070;siege;Word;Train;97
5071;Senil;Word;Test;20
5072;Satin;Word;Train;96
5073;Saehe;Word;Train;23
5074;Sacks;Word;Test;9
5075;ringe;Word;Train;22
5076;Reale;Word;Train;84
5077;Ramme;Word;Train;45
5078;ragen;Word;Train;62
5079;puren;Word;Train;59
5080;probt;Word;Train;34
5081;Pflug;Word;Train;28
5082;Pacht;Word;Train;70
5083;Ottos;Word;Train;81
5084;Optik;Word;Train;85
5085;Nikon;Word;Train;67
5086;Nicke;Word;Train;80
5087;nagte;Word;Train;82
5088;Mensa;Word;Train;47
5089;Logis;Word;Train;80
5090;Lockt;Word;Train;75
5091;lobst;Word;Train;60
5092;Leert;Word;Train;45
5093;Laedt;Word;Train;22
5094;Kuehl;Word;Train;99
5095;Kniff;Word;Train;86
5096;kling;Word;Test;1
5097;Khmer;Word;Train;38
5098;Keile;Word;Train;39
5099;Kaeme;Word;Train;48
5100;jobbe;Word;Train;21
5101;indes;Word;Test;0
5102;Huste;Word;Test;6
5103;Horch;Word;Train;55
5104;Hoefe;Word;Train;27
5105;Hocke;Word;Test;9
5106;hinge;Word;Train;47
5107;hafte;Word;Train;64
5108;grill;Word;Train;83
5109;gingt;Word;Train;53
5110;Fuhre;Word;Train;64
5111;Fremd;Word;Train;79
5112;Fords;Word;Train;91
5113;flugs;Word;Train;45
5114;Floss;Word;Test;9
5115;Fibel;Word;Test;12
5116;fegte;Word;Test;4
5117;Faule;Word;Train;94
5118;Esels;Word;Train;71
5119;ernte;Word;Train;46
5120;Enger;Word;Train;51
5121;engem;Word;Train;32
5122;eigne;Word;Train;24
5123;ehrst;Word;Train;84
5124;Edens;Word;Train;79
5125;Droht;Word;Train;78
5126;Doofe;Word;Train;99
5127;Dient;Word;Test;7
5128;Diene;Word;Train;65
5129;Dekor;Word;Train;69
5130;debil;Word;Train;46
5131;Dealt;Word;Train;84
5132;Choke;Word;Train;29
5133;bucht;Word;Train;84
5134;Brach;Word;Train;98
5135;Betts;Word;Train;24
5136;belle;Word;Train;77
5137;angle;Word;Test;7
5138;aefft;Word;Train;57
5139;Zwist;Word;Train;74
5140;zoege;Word;Test;0
5141;Winke;Word;Train;35
5142;Winds;Word;Test;18
5143;weiht;Word;Train;23
5144;Weibe;Word;Train;35
5145;Wecke;Word;Train;39
5146;Voran;Word;Train;46
5147;Verdi;Word;Train;91
5148;Urban;Word;Train;89
5149;Tusch;Word;Test;16
5150;Tuben;Word;Train;79
5151;trabt;Word;Train;49
5152;tobte;Word;Train;30
5153;Steif;Word;Test;18
5154;Spurt;Word;Test;13
5155;sonne;Word;Test;14
5156;Sollt;Word;Train;39
5157;Silke;Word;Train;75
5158;schal;Word;Train;50
5159;saust;Word;Train;73
5160;Salto;Word;Test;1
5161;Robbe;Word;Train;22
5162;Riffe;Word;Train;80
5163;Raute;Word;Train;93
5164;ragte;Word;Train;67
5165;Rades;Word;Train;95
5166;plage;Word;Test;7
5167;Pippi;Word;Train;100
5168;Pauke;Word;Train;31
5169;Parkt;Word;Train;82
5170;Nahem;Word;Train;27
5171;Mimen;Word;Train;27
5172;melke;Word;Train;40
5173;matte;Word;Train;57
5174;masst;Word;Train;29
5175;Marcs;Word;Train;83
5176;Malst;Word;Test;15
5177;Loyal;Word;Train;65
5178;Losen;Word;Test;12
5179;logge;Word;Train;73
5180;locht;Word;Test;0
5181;Loben;Word;Test;1
5182;Lehrt;Word;Train;89
5183;Lehne;Word;Test;18
5184;Leger;Word;Train;62
5185;laude;Word;Train;58
5186;Latex;Word;Train;87
5187;Lasen;Word;Train;62
5188;Kraus;Word;Test;4
5189;Klapp;Word;Train;76
5190;kesse;Word;Test;10
5191;Kafka;Word;Train;21
5192;Jenes;Word;Test;8
5193;Jagte;Word;Train;89
5194;Hugos;Word;Train;93
5195;Hobel;Word;Train;66
5196;Hievt;Word;Train;61
5197;Herta;Word;Train;57
5198;Halde;Word;Train;32
5199;Ginas;Word;Train;60
5200;giert;Word;Train;33
5201;Getan;Word;Train;43
5202;Gerda;Word;Train;59
5203;gafft;Word;Train;40
5204;Fleht;Word;Train;32
5205;feure;Word;Train;100
5206;fehle;Word;Train;88
5207;faste;Word;Train;55
5208;Fasse;Word;Test;5
5209;Farne;Word;Train;100
5210;famos;Word;Test;2
5211;Fallt;Word;Test;0
5212;Faire;Word;Train;84
5213;Enorm;Word;Train;47
5214;Eilig;Word;Train;62
5215;edlem;Word;Test;3
5216;dumpf;Word;Train;62
5217;Doras;Word;Train;75
5218;Demos;Word;Test;17
5219;Circa;Word;Train;79
5220;Bunte;Word;Train;49
5221;bueck;Word;Train;60
5222;borgt;Word;Train;89
5223;Beuge;Word;Test;12
5224;Begib;Word;Train;43
5225;Baums;Word;Train;98
5226;Basic;Word;Test;4
5227;bares;Word;Train;49
5228;Atems;Word;Train;37
5229;Aster;Word;Train;47
5230;Argus;Word;Test;2
5231;Amors;Word;Train;68
5232;Allzu;Word;Train;86
5233;abhob;Word;Train;76
5234;Zweit;Word;Train;49
5235;Zunft;Word;Train;36
5236;zugig;Word;Train;28
5237;zoome;Word;Test;15
5238;zehnt;Word;Train;41
5239;Xerox;Word;Train;35
5240;Wohne;Word;Train;69
5241;Wippe;Word;Train;22
5242;Werks;Word;Train;71
5243;werbe;Word;Train;76
5244;Weben;Word;Train;41
5245;Warnt;Word;Train;60
5246;Walze;Word;Train;97
5247;Walen;Word;Train;22
5248;Tunis;Word;Test;11
5249;totem;Word;Train;32
5250;Torso;Word;Train;70
5251;Tinas;Word;Train;75
5252;tauen;Word;Train;50
5253;Taete;Word;Train;36
5254;tankt;Word;Test;2
5255;surrt;Word;Train;27
5256;stuft;Word;Train;65
5257;Straf;Word;Train;42
5258;Stieg;Word;Train;67
5259;Spult;Word;Train;26
5260;Spuks;Word;Train;86
5261;speit;Word;Test;9
5262;Sinkt;Word;Train;86
5263;sinke;Word;Train;85
5264;siebt;Word;Train;33
5265;Sande;Word;Train;89
5266;sacht;Word;Train;28
5267;rohem;Word;Train;37
5268;Riege;Word;Train;86
5269;reihe;Word;Test;5
5270;raues;Word;Train;52
5271;rauer;Word;Train;22
5272;Purer;Word;Train;85
5273;Proxy;Word;Test;18
5274;paart;Word;Test;15
5275;opfer;Word;Train;75
5276;oelig;Word;Train;81
5277;Oelen;Word;Train;31
5278;Obere;Word;Test;1
5279;Noete;Word;Train;86
5280;Nixen;Word;Train;75
5281;nebst;Word;Train;67
5282;Mulde;Word;Test;8
5283;Mixen;Word;Test;4
5284;Meide;Word;Test;14
5285;Manna;Word;Test;8
5286;maehe;Word;Train;99
5287;lokal;Word;Test;20
5288;Logen;Word;Train;53
5289;Litte;Word;Test;11
5290;Lille;Word;Train;77
5291;Lenke;Word;Train;93
5292;Lease;Word;Test;3
5293;Langt;Word;Train;75
5294;Lands;Word;Train;43
5295;lahmt;Word;Train;24
5296;Kurie;Word;Train;83
5297;Kulte;Word;Train;56
5298;Kropf;Word;Train;57
5299;Klipp;Word;Train;80
5300;klamm;Word;Train;33
5301;Kippt;Word;Train;56
5302;Kinds;Word;Train;66
5303;Kille;Word;Train;39
5304;kahle;Word;Train;48
5305;Hurst;Word;Train;57
5306;hinke;Word;Train;94
5307;Hetze;Word;Train;28
5308;Herum;Word;Test;19
5309;Heran;Word;Train;81
5310;harrt;Word;Train;66
5311;Hahns;Word;Test;17
5312;Gurus;Word;Train;96
5313;Glatt;Word;Train;32
5314;fusst;Word;Train;77
5315;Fouls;Word;Train;67
5316;forme;Word;Train;60
5317;forma;Word;Test;15
5318;Filmt;Word;Test;0
5319;Fells;Word;Train;75
5320;Feile;Word;Train;78
5321;Excel;Word;Train;35
5322;Esser;Word;Train;45
5323;Elfte;Word;Test;10
5324;Ekels;Word;Test;17
5325;Eises;Word;Train;86
5326;ebnen;Word;Train;81
5327;Dritt;Word;Train;72
5328;Dorfs;Word;Train;90
5329;Daene;Word;Train;63
5330;Codex;Word;Test;16
5331;Buden;Word;Train;23
5332;Blass;Word;Train;44
5333;Birke;Word;Train;39
5334;Binse;Word;Train;64
5335;Beugt;Word;Train;78
5336;begib;Word;Test;10
5337;Basel;Word;Train;52
5338;Abart;Word;Train;36
5339;zuzog;Word;Test;8
5340;zupft;Word;Train;59
5341;zucke;Word;Train;84
5342;Zions;Word;Train;93
5343;Warts;Word;Test;8
5344;vager;Word;Train;63
5345;Unart;Word;Train;88
5346;Tools;Word;Train;37
5347;Telex;Word;Train;79
5348;tauft;Word;Train;24
5349;tappt;Word;Train;82
5350;Tanke;Word;Train;88
5351;Stils;Word;Test;10
5352;Steil;Word;Test;16
5353;Spore;Word;Train;31
5354;Serbe;Word;Train;27
5355;senke;Word;Test;3
5356;segle;Word;Train;26
5357;saufe;Word;Train;96
5358;sahnt;Word;Train;100
5359;Saeen;Word;Train;27
5360;sackt;Word;Train;37
5361;Rupie;Word;Train;28
5362;Runen;Word;Train;92
5363;Rufes;Word;Test;1
5364;Roete;Word;Train;76
5365;ritzt;Word;Train;78
5366;Reizt;Word;Train;76
5367;reift;Word;Train;77
5368;Reibt;Word;Test;16
5369;reell;Word;Train;60
5370;Raubt;Word;Train;99
5371;Ratio;Word;Train;73
5372;Raste;Word;Train;27
5373;Rafft;Word;Train;40
5374;Pumpt;Word;Train;23
5375;Puffs;Word;Train;81
5376;Prunk;Word;Train;84
5377;Polar;Word;Train;30
5378;Pixel;Word;Test;2
5379;piepe;Word;Train;58
5380;pickt;Word;Train;54
5381;petze;Word;Train;97
5382;peilt;Word;Train;42
5383;Paste;Word;Train;56
5384;Pakte;Word;Train;87
5385;oedes;Word;Train;89
5386;Nylon;Word;Train;51
5387;Nomen;Word;Train;90
5388;Niest;Word;Train;75
5389;niese;Word;Train;51
5390;netto;Word;Test;18
5391;nahmt;Word;Train;91
5392;Multi;Word;Train;36
5393;motzt;Word;Train;83
5394;madig;Word;Train;69
5395;loche;Word;Train;60
5396;Limes;Word;Test;0
5397;Legte;Word;Train;24
5398;Lebte;Word;Train;49
5399;least;Word;Train;72
5400;Lears;Word;Train;71
5401;Lader;Word;Train;57
5402;Kurde;Word;Train;71
5403;Kreme;Word;Train;34
5404;Kopfs;Word;Train;50
5405;Knies;Word;Train;21
5406;klipp;Word;Train;38
5407;keimt;Word;Train;92
5408;Katia;Word;Test;8
5409;Kanus;Word;Train;27
5410;Kalbs;Word;Test;17
5411;Indio;Word;Test;2
5412;Holde;Word;Train;83
5413;Herbe;Word;Train;68
5414;heize;Word;Train;55
5415;Hebst;Word;Train;53
5416;Haine;Word;Test;2
5417;Haifa;Word;Train;52
5418;Hackt;Word;Train;66
5419;Gifts;Word;Train;87
5420;gaert;Word;Train;45
5421;Funkt;Word;Train;46
5422;Formt;Word;Test;1
5423;feile;Word;Train;52
5424;fault;Word;Test;11
5425;facto;Word;Train;29
5426;eckig;Word;Test;7
5427;Drohe;Word;Train;76
5428;delta;Word;Train;68
5429;briet;Word;Train;63
5430;Bosch;Word;Train;94
5431;block;Word;Train;46
5432;bewog;Word;Test;6
5433;belog;Word;Test;9
5434;Beins;Word;Train;65
5435;Beile;Word;Test;14
5436;bebte;Word;Train;37
5437;Barde;Word;Test;8
5438;Bades;Word;Test;19
5439;Arien;Word;Train;79
5440;Argon;Word;Train;25
5441;anale;Word;Train;99
5442;Altem;Word;Train;34
5443;Akute;Word;Train;83
5444;agile;Word;Test;4
5445;adlig;Word;Train;63
5446;Abtes;Word;Train;90
5447;zupfe;Word;Train;28
5448;zolle;Word;Train;79
5449;Zogen;Word;Train;86
5450;zeuge;Word;Train;99
5451;zapfe;Word;Test;4
5452;Wirte;Word;Train;30
5453;Werfe;Word;Test;9
5454;waegt;Word;Test;9
5455;Wagst;Word;Train;28
5456;Votum;Word;Train;48
5457;Vital;Word;Train;93
5458;vital;Word;Train;53
5459;Vatis;Word;Train;32
5460;Urnen;Word;Test;7
5461;Unsre;Word;Train;40
5462;Ungar;Word;Train;51
5463;tuten;Word;Train;31
5464;tupft;Word;Train;43
5465;tunkt;Word;Train;30
5466;Tunke;Word;Train;83
5467;Tross;Word;Train;49
5468;Tippt;Word;Train;42
5469;Tippe;Word;Train;75
5470;Tatar;Word;Test;13
5471;Taler;Word;Train;98
5472;Taiga;Word;Train;84
5473;tagte;Word;Train;29
5474;summa;Word;Train;87
5475;sture;Word;Test;2
5476;Stabs;Word;Train;40
5477;spule;Word;Train;39
5478;Spuke;Word;Train;53
5479;spuke;Word;Train;90
5480;Sohne;Word;Train;61
5481;Sodas;Word;Train;66
5482;siebe;Word;Test;20
5483;Setup;Word;Test;16
5484;Seilt;Word;Train;90
5485;Sehnt;Word;Train;79
5486;Sauls;Word;Train;37
5487;Sauge;Word;Train;59
5488;sauft;Word;Train;100
5489;Satyr;Word;Train;100
5490;Salze;Word;Test;4
5491;Saldo;Word;Train;88
5492;saegt;Word;Test;16
5493;Roher;Word;Train;60
5494;relax;Word;Train;69
5495;reiht;Word;Train;77
5496;Reibe;Word;Train;61
5497;reges;Word;Train;83
5498;Reben;Word;Train;25
5499;Rands;Word;Test;20
5500;Pusht;Word;Train;37
5501;Popos;Word;Train;43
5502;Plots;Word;Train;66
5503;Pisst;Word;Test;1
5504;picke;Word;Test;17
5505;piano;Word;Test;6
5506;Peaks;Word;Test;5
5507;Parts;Word;Test;19
5508;orale;Word;Train;37
5509;Oheim;Word;Train;25
5510;Ofens;Word;Train;51
5511;oeder;Word;Test;11
5512;Ocker;Word;Train;87
5513;nicke;Word;Train;76
5514;neunt;Word;Train;42
5515;Neigt;Word;Train;50
5516;Naive;Word;Train;65
5517;nahte;Word;Test;20
5518;Murrt;Word;Train;91
5519;Mosel;Word;Train;63
5520;Maori;Word;Train;97
5521;lohne;Word;Train;32
5522;Locht;Word;Train;69
5523;Linux;Word;Train;35
5524;Leiht;Word;Train;70
5525;leger;Word;Train;35
5526;Ledig;Word;Train;80
5527;laxer;Word;Train;61
5528;Lallt;Word;Train;33
5529;Kufen;Word;Train;62
5530;Knips;Word;Train;25
5531;Knack;Word;Train;99
5532;Klemm;Word;Train;23
5533;Klebt;Word;Train;44
5534;klapp;Word;Train;44
5535;Khans;Word;Train;65
5536;karge;Word;Train;35
5537;kaemt;Word;Train;33
5538;Juror;Word;Train;99
5539;Joerg;Word;Test;13
5540;Jagst;Word;Train;63
5541;Irrem;Word;Train;40
5542;Immun;Word;Train;25
5543;Husar;Word;Test;20
5544;Hunne;Word;Train;56
5545;Huene;Word;Train;45
5546;Huhns;Word;Test;19
5547;Holte;Word;Train;72
5548;Hochs;Word;Train;76
5549;hisst;Word;Train;27
5550;Herds;Word;Train;26
5551;hemmt;Word;Train;64
5552;Hemds;Word;Train;35
5553;Heino;Word;Test;1
5554;Heims;Word;Test;15
5555;Hauer;Word;Train;82
5556;Halls;Word;Train;70
5557;hager;Word;Test;13
5558;Haars;Word;Train;68
5559;Golds;Word;Test;11
5560;glitt;Word;Test;7
5561;garer;Word;Train;40
5562;garen;Word;Train;37
5563;Gabst;Word;Test;5
5564;funke;Word;Test;3
5565;Fuege;Word;Train;67
5566;Flink;Word;Train;87
5567;Flaum;Word;Train;23
5568;flaue;Word;Test;15
5569;fesch;Word;Train;48
5570;Felge;Word;Train;93
5571;Felde;Word;Train;46
5572;Fegen;Word;Test;16
5573;Ergab;Word;Train;49
5574;erden;Word;Train;37
5575;Erbes;Word;Train;43
5576;Edles;Word;Train;44
5577;ebnet;Word;Train;79
5578;Dufts;Word;Train;77
5579;Dufte;Word;Train;63
5580;duckt;Word;Train;72
5581;Dogma;Word;Train;80
5582;devot;Word;Test;9
5583;Damms;Word;Train;73
5584;Canon;Word;Train;40
5585;Bushs;Word;Train;32
5586;Buhen;Word;Train;47
5587;buhen;Word;Train;90
5588;Bonze;Word;Train;66
5589;Blies;Word;Test;1
5590;Biegt;Word;Test;12
5591;Bergs;Word;Test;11
5592;Beige;Word;Train;53
5593;Bantu;Word;Train;77
5594;Babel;Word;Train;99
5595;Aspik;Word;Train;34
5596;artet;Word;Test;11
5597;arger;Word;Train;68
5598;Apoll;Word;Train;45
5599;Apart;Word;Train;40
5600;angab;Word;Train;77
5601;Anden;Word;Train;61
5602;Ammen;Word;Test;6
5603;Akkus;Word;Train;65
5604;Ahmst;Word;Train;86
5605;ahmen;Word;Train;69
5606;abgab;Word;Train;94
5607;Zwick;Word;Train;40
5608;Zutun;Word;Train;47
5609;Zoomt;Word;Train;90
5610;zoomt;Word;Test;14
5611;ziere;Word;Train;36
5612;Zeter;Word;Train;68
5613;Zerrt;Word;Test;20
5614;zerre;Word;Train;21
5615;zapft;Word;Train;28
5616;Wusch;Word;Train;37
5617;Wohls;Word;Train;99
5618;wogen;Word;Train;22
5619;Wirbt;Word;Test;14
5620;Winkt;Word;Test;19
5621;winde;Word;Train;52
5622;Widme;Word;Test;7
5623;Wichs;Word;Train;68
5624;wetzt;Word;Train;88
5625;welkt;Word;Train;66
5626;welke;Word;Train;49
5627;Wedel;Word;Train;26
5628;walzt;Word;Train;65
5629;Walls;Word;Test;3
5630;Wahns;Word;Train;34
5631;waege;Word;Train;54
5632;Viert;Word;Train;51
5633;Viehs;Word;Train;40
5634;vergl;Word;Train;43
5635;Urahn;Word;Test;17
5636;umzog;Word;Train;35
5637;Typus;Word;Train;81
5638;tuend;Word;Train;31
5639;trugt;Word;Train;93
5640;tosen;Word;Train;57
5641;Toent;Word;Test;16
5642;tollt;Word;Train;50
5643;Titos;Word;Train;72
5644;Tirol;Word;Test;16
5645;ticke;Word;Train;43
5646;Taxen;Word;Train;49
5647;Summa;Word;Train;80
5648;Sture;Word;Train;66
5649;stufe;Word;Train;99
5650;stete;Word;Train;99
5651;Stege;Word;Test;13
5652;Spukt;Word;Train;63
5653;Spezi;Word;Train;75
5654;softe;Word;Test;7
5655;Siebe;Word;Test;3
5656;Saele;Word;Train;52
5657;rupft;Word;Train;58
5658;Rolli;Word;Train;87
5659;Rohes;Word;Train;60
5660;roden;Word;Train;42
5661;Ringt;Word;Test;15
5662;riefe;Word;Train;74
5663;Ricke;Word;Test;19
5664;Regst;Word;Test;18
5665;Regle;Word;Train;72
5666;reger;Word;Train;38
5667;Recke;Word;Train;60
5668;raunt;Word;Train;31
5669;Raume;Word;Train;90
5670;rarer;Word;Train;50
5671;Putze;Word;Test;15
5672;poche;Word;Train;65
5673;Plump;Word;Test;4
5674;Piept;Word;Train;53
5675;petzt;Word;Test;7
5676;paukt;Word;Train;76
5677;ortet;Word;Train;89
5678;Ordne;Word;Test;17
5679;Oelst;Word;Test;1
5680;Oeden;Word;Train;46
5681;niete;Word;Train;63
5682;necke;Word;Train;73
5683;Naher;Word;Train;61
5684;murrt;Word;Train;60
5685;mueht;Word;Train;99
5686;muehe;Word;Test;6
5687;Muffe;Word;Test;5
5688;Moden;Word;Train;49
5689;melkt;Word;Train;36
5690;mehrt;Word;Train;34
5691;Mager;Word;Train;99
5692;Lugen;Word;Train;62
5693;lotse;Word;Train;54
5694;Loses;Word;Train;41
5695;loser;Word;Train;78
5696;Lohns;Word;Train;62
5697;Lecke;Word;Train;66
5698;Laufs;Word;Test;19
5699;lauer;Word;Test;13
5700;Laege;Word;Train;94
5701;Kuppe;Word;Train;76
5702;Kubus;Word;Train;83
5703;kross;Word;Train;67
5704;kraus;Word;Train;59
5705;Kotzt;Word;Train;57
5706;Kojen;Word;Train;23
5707;klont;Word;Train;89
5708;klone;Word;Test;12
5709;Kitts;Word;Train;63
5710;Kioto;Word;Train;90
5711;Kaust;Word;Train;94
5712;Karos;Word;Train;35
5713;Kalis;Word;Test;18
5714;Jutta;Word;Train;37
5715;Julis;Word;Train;29
5716;Ivans;Word;Test;17
5717;Intel;Word;Train;47
5718;Innig;Word;Train;39
5719;huren;Word;Train;89
5720;Humus;Word;Train;72
5721;Hohle;Word;Train;78
5722;Hofft;Word;Test;17
5723;hobst;Word;Train;30
5724;hisse;Word;Train;93
5725;Hinab;Word;Train;59
5726;hexen;Word;Train;47
5727;Heule;Word;Train;63
5728;heuer;Word;Train;84
5729;Hetzt;Word;Train;97
5730;herzu;Word;Test;2
5731;hellt;Word;Test;1
5732;Heilt;Word;Train;86
5733;Hegst;Word;Train;27
5734;Hecks;Word;Train;30
5735;harre;Word;Train;56
5736;Halme;Word;Train;86
5737;Hager;Word;Train;66
5738;Habet;Word;Test;2
5739;Golda;Word;Train;44
5740;Gasen;Word;Train;63
5741;Fromm;Word;Test;12
5742;focht;Word;Train;97
5743;Flott;Word;Train;62
5744;Flehe;Word;Test;8
5745;fixes;Word;Train;64
5746;Finne;Word;Train;69
5747;fingt;Word;Train;32
5748;Feure;Word;Train;54
5749;feind;Word;Test;4
5750;feilt;Word;Test;8
5751;Fehle;Word;Train;88
5752;fegst;Word;Train;59
5753;fader;Word;Test;20
5754;erbst;Word;Test;17
5755;Enges;Word;Train;83
5756;Eitel;Word;Train;25
5757;eilst;Word;Train;36
5758;Eiden;Word;Train;96
5759;ehrte;Word;Test;9
5760;Ebers;Word;Train;90
5761;ebene;Word;Train;31
5762;Duzen;Word;Train;77
5763;Drall;Word;Train;39
5764;doest;Word;Train;60
5765;dorrt;Word;Test;19
5766;Dohle;Word;Train;42
5767;Diwan;Word;Train;66
5768;Dhabi;Word;Train;75
5769;Deute;Word;Train;32
5770;Derer;Word;Train;41
5771;Daune;Word;Train;95
5772;Coupe;Word;Test;9
5773;Clips;Word;Train;61
5774;Citys;Word;Train;73
5775;Borke;Word;Train;59
5776;boeig;Word;Train;51
5777;Bleis;Word;Train;85
5778;Bellt;Word;Train;34
5779;Bayer;Word;Train;60
5780;Barem;Word;Train;56
5781;Banne;Word;Train;48
5782;Atoms;Word;Train;40
5783;Aetna;Word;Test;13
5784;Atari;Word;Train;42
5785;Asses;Word;Train;62
5786;arten;Word;Train;38
5787;Argen;Word;Test;12
5788;ahmte;Word;Train;88
5789;abzog;Word;Train;34
5790;Abort;Word;Train;99
5791;Abgas;Word;Test;0
5792;zwick;Word;Test;11
5793;Zuber;Word;Train;58
5794;Zitze;Word;Train;99
5795;Ziert;Word;Train;85
5796;zanke;Word;Train;98
5797;zahme;Word;Train;27
5798;Zaehe;Word;Train;32
5799;Wurmt;Word;Train;31
5800;Wurms;Word;Train;66
5801;Wolga;Word;Train;81
5802;wohle;Word;Train;30
5803;Wirts;Word;Train;30
5804;wichs;Word;Train;72
5805;Wetzt;Word;Train;47
5806;werke;Word;Train;68
5807;werbt;Word;Train;64
5808;welle;Word;Train;31
5809;Wehre;Word;Train;60
5810;Webst;Word;Test;0
5811;Wagte;Word;Train;75
5812;Vages;Word;Train;23
5813;vages;Word;Train;70
5814;Tutus;Word;Train;100
5815;Trias;Word;Train;81
5816;traft;Word;Train;97
5817;Trafo;Word;Train;60
5818;Tilde;Word;Train;92
5819;Tiers;Word;Test;14
5820;taust;Word;Test;2
5821;Tarnt;Word;Train;60
5822;Tadle;Word;Train;91
5823;Stare;Word;Train;69
5824;Stank;Word;Train;27
5825;spiet;Word;Test;8
5826;speie;Word;Train;71
5827;Spaeh;Word;Train;88
5828;Sooft;Word;Test;18
5829;sonnt;Word;Test;10
5830;Solle;Word;Train;31
5831;Sinns;Word;Train;82
5832;Siegt;Word;Train;55
5833;siede;Word;Train;76
5834;seift;Word;Train;96
